name,roaster,roast,loc_country,origin,100g_USD,rating,mes,ano,preco_qualidade,idade_cafe,avaliacao_rating,classificacao_preco
Ethiopia Gatame Muka Natural,Brain Helmet,Medium-Light,United States,Ethiopia,5.29,93,August,2020,0.05688172043010753,4,High,barato
Ethiopia Duromina,Brain Helmet,Medium-Light,United States,Ethiopia,5.88,90,August,2020,0.06533333333333333,4,Medium,intermediario
Ethiopia Shakiso Natural,Atomic Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,93,July,2020,0.05688172043010753,4,High,barato
Organic Panorama,Wonderstate Coffee,Medium-Light,United States,Ethiopia,5.29,93,August,2020,0.05688172043010753,4,High,barato
Wush Wush Ginbo Keffa Ethiopia,Equiano Coffee,Medium-Light,United States,Ethiopia,5.29,95,August,2020,0.05568421052631579,4,High,barato
Limu Ethiopia Natural,BLK & Bold,Light,United States,Ethiopia,4.12,94,August,2020,0.04382978723404255,4,High,barato
Ethiopia Gera Estate Natural,Merge Coffee Company,Light,United States,Ethiopia,4.7,94,August,2020,0.05,4,High,barato
Ethiopia Guji Natural,Portrait Coffee,Light,United States,Ethiopia,5.29,94,August,2020,0.05627659574468085,4,High,barato
Indonesian Sumatra Blend,Southeastern Roastery,Medium-Light,United States,Indonesia,5.29,93,August,2020,0.05688172043010753,4,High,barato
Kenya Gatuya,Drink Coffee Do Stuff,Medium-Light,United States,Kenya,6.17,94,August,2020,0.06563829787234042,4,High,intermediario
Ethiopia Duromina Agaro Gera,SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,93,August,2020,0.04741935483870968,4,High,barato
Ethiopia Kayon Mountain (Natural),Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.58,94,August,2020,0.05936170212765957,4,High,intermediario
Peru San Ignacio Calazobo Lot 2 FTO,SkyTop Coffee,Medium-Light,United States,Peru,4.41,93,August,2020,0.04741935483870968,4,High,barato
Ethiopia Kayon Mountain (Washed),Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.44,94,August,2020,0.05787234042553192,4,High,intermediario
Organic Sumatra,Emiliani Coffee,Medium,United States,Indonesia,4.28,91,August,2020,0.047032967032967034,4,High,barato
Organic Mexico,Emiliani Coffee,Medium-Light,United States,Mexico,4.28,90,August,2020,0.04755555555555556,4,Medium,barato
Ethiopia Dame Dabaye,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,95,August,2020,0.049473684210526316,4,High,barato
Ethiopia Suke Quto,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,93,August,2020,0.05053763440860215,4,High,barato
Gelena Abaya Natural,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,91,August,2020,0.05164835164835165,4,High,barato
Kenya Nyeri AB Nyeshun,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.66,96,August,2020,0.058958333333333335,4,Excellent,intermediario
Ethiopia Guji Bishala,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,94,August,2020,0.043723404255319155,4,High,barato
Ethiopia Wegida Natural,Wonderstate Coffee,Light,United States,Ethiopia,5.88,94,August,2020,0.0625531914893617,4,High,intermediario
Guatemala Bella Carmona,Atom Coffee Roasters,Medium-Light,Taiwan,Guatemala,5.82,93,September,2020,0.06258064516129033,4,High,intermediario
Tarrazu Asocafé Canet,CofFeeling,Medium-Light,Taiwan,Costa Rica,7.05,92,September,2020,0.0766304347826087,4,High,caro
Kona Champagne Natural Black Rock Farm,Paradise Roasters,Light,United States,Hawai'I,7.33,93,September,2020,0.07881720430107526,4,High,caro
Guatemala Washed El General Lot SummerEnd 2020,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,2.83,93,September,2020,0.03043010752688172,4,High,barato
Ethiopia Guji Uraga,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,7.08,93,September,2020,0.07612903225806451,4,High,caro
Costa Rica Perla Negra,Durango Coffee Company,Medium,United States,Costa Rica,4.98,92,September,2020,0.0541304347826087,4,High,barato
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Dory Coffee Roasters,Medium-Light,Taiwan,Ethiopia,9.74,93,September,2020,0.10473118279569893,4,High,caro
Costa Rica La Pastora,Atomic Coffee Roasters,Medium-Light,United States,Costa Rica,5.29,93,September,2020,0.05688172043010753,4,High,barato
Ethiopia Yirgacheffe Natural Farm Direct,Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,94,September,2020,0.06882978723404255,4,High,caro
Kenya Karatina AA 2020,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,7.05,94,September,2020,0.075,4,High,caro
Colombia San Luís Gesha,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.81,94,August,2020,0.09372340425531915,4,High,caro
Karani Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,95,August,2020,0.06494736842105263,4,High,intermediario
Cordillera del Fuego Costa Rica Termico,Collage Coffee,Medium-Light,United States,Costa Rica,5.64,93,September,2020,0.060645161290322575,4,High,intermediario
Ethiopia Kayon Mountain,Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,94,September,2020,0.0623404255319149,4,High,intermediario
Benti Nenqa #209 Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,94,September,2020,0.058617021276595745,4,High,intermediario
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,92,September,2020,0.06228260869565218,4,High,intermediario
Nicaragua La Huella Catuaí,David's Nose,Light,Taiwan,Nicaragua,3.54,93,September,2020,0.03806451612903226,4,High,barato
El Salvador Santa Elena Pacamara,GK Coffee,Medium-Light,Taiwan,El Salvador,8.0,94,September,2020,0.0851063829787234,4,High,caro
Guatemala Carlos Rivas,Kaldi's Coffee,Medium-Light,United States,Guatemala,5.29,93,September,2020,0.05688172043010753,4,High,barato
Guatemala Bella Carmona,Highwire Coffee Roasters,Medium-Light,United States,Guatemala,5.36,92,September,2020,0.058260869565217394,4,High,intermediario
Guatemala El Plan Rosma,Corvus Coffee Roasters,Medium-Light,United States,Guatemala,6.17,93,September,2020,0.06634408602150538,4,High,intermediario
Ethiopia Banko Gotiti,Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,94,October,2020,0.0625531914893617,4,High,intermediario
Ethiopia Yabitu Koba,Amavida Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,94,October,2020,0.0625531914893617,4,High,intermediario
Ethiopia Banko Gotiti,PT's Coffee Roasting Co.,Medium-Light,United States,Ethiopia,5.73,94,October,2020,0.060957446808510646,4,High,intermediario
Ethiopia Chelbessa Danche,Amavida Coffee Roasters,Light,United States,Ethiopia,5.88,93,October,2020,0.0632258064516129,4,High,intermediario
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,94,September,2020,0.06414893617021276,4,High,intermediario
Colombia Asobombo Inza,Flight Coffee Co.,Light,United States,Colombia,4.7,94,September,2020,0.05,4,High,barato
Ethiopia Sidamo Natural Twakok G1,Bona Kafo Roastery,Medium-Light,Taiwan,Ethiopia,7.65,94,September,2020,0.08138297872340426,4,High,caro
Nicaragua El Poste Pacamara,Paradise Roasters,Medium-Light,United States,Nicaragua,7.61,92,September,2020,0.08271739130434783,4,High,caro
Ethiopia Natural Guji Kercha Lot Riverside,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,94,October,2020,0.041382978723404254,4,High,barato
San Diego Natural,JBC Coffee Roasters,Medium-Light,United States,Costa Rica,5.26,95,October,2020,0.055368421052631574,4,High,barato
Buna Boka #1,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,94,October,2020,0.058617021276595745,4,High,intermediario
Ethiopia Shantawene,Jaunt Coffee Roasters,Light,United States,Ethiopia,6.47,92,October,2020,0.07032608695652173,4,High,caro
Monte Alban,JBC Coffee Roasters,Medium-Light,United States,Mexico,5.88,92,October,2020,0.06391304347826086,4,High,intermediario
Colombia Antioqiua,Jaunt Coffee Roasters,Medium-Light,United States,Colombia,6.76,91,October,2020,0.07428571428571429,4,High,caro
Kenya Wachuri,Equator Coffees,Medium,United States,Kenya,6.47,95,October,2020,0.06810526315789474,4,High,caro
Kenya Baragwi Guama AB,Flight Coffee Co.,Medium-Light,United States,Kenya,5.0,95,October,2020,0.05263157894736842,4,High,barato
Kenya ARES,Coffee Please,Medium-Light,Taiwan,Kenya,10.57,95,October,2020,0.11126315789473684,4,High,caro
Empress Kenya,DoDo Kaffa,Medium-Light,Taiwan,Kenya,7.82,95,October,2020,0.08231578947368422,4,High,caro
Kenya Kiambu AB Top Lot,Evie's Cafe,Medium-Light,Taiwan,Kenya,6.34,94,October,2020,0.06744680851063829,4,High,intermediario
Kenya Kiambu Maua Lot AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,94,October,2020,0.04893617021276595,4,High,barato
Kenya Thunguri AA,Klatch Coffee,Medium-Light,United States,Kenya,6.45,94,October,2020,0.06861702127659575,4,High,caro
Kenya Kirinyaga Kabare Karani AA,Pop Coffee Works,Medium-Light,Canada,Kenya,7.33,94,October,2020,0.07797872340425532,4,High,caro
Kenya Kirinyaga Kii,Small Eyes Cafe,Medium-Light,Taiwan,Kenya,8.0,94,October,2020,0.0851063829787234,4,High,caro
Kenya Rungeto,Steady State Roasting,Medium-Light,United States,Kenya,6.76,94,October,2020,0.07191489361702127,4,High,caro
Kenya AA Top Gatomboya,States Coffee,Medium-Light,United States,Kenya,5.29,94,October,2020,0.05627659574468085,4,High,barato
Finca San Carlos,El Gran Café,Medium-Light,Guatemala,Guatemala,3.82,94,October,2020,0.040638297872340426,4,High,barato
Finca El Pintado,El Gran Café,Medium-Light,Guatemala,Guatemala,4.85,93,October,2020,0.0521505376344086,4,High,barato
La Esperanza Villa Sarchi,El Gran Café,Medium,Guatemala,Guatemala,4.85,92,October,2020,0.05271739130434782,4,High,barato
La Esperanza Borbón,El Gran Café,Medium-Light,Guatemala,Guatemala,4.85,90,October,2020,0.05388888888888888,4,Medium,barato
The Aurora Project,El Gran Café,Medium-Light,Guatemala,Guatemala,2.94,89,October,2020,0.033033707865168536,4,Medium,barato
Ethiopia Natural Guji D Minor Special Lot,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,5.66,97,October,2020,0.05835051546391753,4,Excellent,intermediario
Costa Rica Cordillera del Fuego,Peach Coffee Roasters,Medium-Light,United States,Costa Rica,10.58,94,October,2020,0.1125531914893617,4,High,caro
Ethiopia Bombe Mountains,modcup coffee,Medium-Light,United States,Ethiopia,7.35,94,October,2020,0.07819148936170213,4,High,caro
Ethiopia Guji 1 Natural Hambela Lot 215,SkyTop Coffee,Medium-Light,United States,Ethiopia,5.29,93,October,2020,0.05688172043010753,4,High,barato
Kenya Giakanja,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,92,October,2020,0.07510869565217392,4,High,caro
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,4.98,94,October,2020,0.05297872340425532,4,High,barato
Costa Rica Termico,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,6.75,92,October,2020,0.07336956521739131,4,High,caro
Colombia Hacienda Casablanca,Stereo Coffee Roasters,Medium-Light,Canada,Colombia,5.88,94,October,2020,0.0625531914893617,4,High,intermediario
La Union,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.64,93,November,2020,0.049892473118279566,4,High,barato
Kaguyu,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,November,2020,0.06956989247311827,4,High,caro
Halo Hartume,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,93,November,2020,0.05688172043010753,4,High,barato
Ethiopia Dur Feres Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.58,94,November,2020,0.05936170212765957,4,High,intermediario
Ethiopia “Ear Candy” Uraga Guji,Three Keys Coffee,Medium-Light,United States,Ethiopia,5.88,92,November,2020,0.06391304347826086,4,High,intermediario
La Esperanza Colombian Natural X.O.,Durango Coffee Company,Medium-Light,United States,Colombia,4.98,94,October,2020,0.05297872340425532,4,High,barato
Kenya Kirinyaga Peaberry,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,93,October,2020,0.06956989247311827,4,High,caro
Sidama Extreme Papilio Washed,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.35,94,October,2020,0.07819148936170213,4,High,caro
Sidama Extreme Papilio Natural,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.35,93,October,2020,0.07903225806451612,4,High,caro
Ethiopia Natural Guji Blue-Donkey 2020,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,95,November,2020,0.04842105263157894,4,High,barato
Colombia FUDAM Nariño,Lexington Coffee Roasters,Medium-Light,United States,Colombia,5.57,92,November,2020,0.06054347826086957,4,High,intermediario
Ethiopia COE 2nd place Washed Sidamo Rumudamo,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,1.98,94,November,2020,0.02106382978723404,4,High,barato
Ethiopia Guji Super-Natural Decaf Water Process,Big Shoulders Coffee,Medium,United States,Ethiopia,5.29,91,November,2020,0.05813186813186813,4,High,barato
Shantawene Ethiopia Daya Bensa Natural,Cafe Virtuoso,Light,United States,Ethiopia,5.58,94,November,2020,0.05936170212765957,4,High,intermediario
Tigesit Waqa,Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,93,November,2020,0.0632258064516129,4,High,intermediario
Flower Queens of Africa Blend,Green Stone Coffee,Medium-Light,Taiwan,Ethiopia,9.6,93,November,2020,0.1032258064516129,4,High,caro
Umoja Organic Red Bourbon,Equiano Coffee,Light,United States,Democratic Republic Of The Congo,5.29,93,November,2020,0.05688172043010753,4,High,barato
Ethiopia Guji Chembi,Vennel Coffee,Medium-Light,Taiwan,Ethiopia,6.34,95,November,2020,0.06673684210526315,4,High,intermediario
Kenya Nyeri,Peacock Coffee Roaster,Medium-Light,Taiwan,Kenya,6.4,94,November,2020,0.06808510638297872,4,High,caro
Wush Wush,Red Rooster Coffee Roaster,Light,United States,Ethiopia,6.17,95,November,2020,0.06494736842105263,4,High,intermediario
Ka’u Yellow Caturra Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,7.33,93,November,2020,0.07881720430107526,4,High,caro
Organic Red Honey Ramirez Estate Microlot,Cafe Kreyol,Medium,United States,Dominican Republic,3.82,92,November,2020,0.04152173913043478,4,High,barato
Ethiopia Kochere Boji,Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,95,November,2020,0.06168421052631579,4,High,intermediario
Guatemala Bella Carmona,Big Shoulders Coffee,Medium-Light,United States,Guatemala,5.29,93,December,2020,0.05688172043010753,4,High,barato
Burundi Buhorwa,Big Shoulders Coffee,Light,United States,Burundi,6.47,93,December,2020,0.06956989247311827,4,High,caro
Jose Cienfuegos Mexico,JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,92,December,2020,0.051086956521739134,4,High,barato
Cual Bicicleta,Merge Coffee Company,Medium-Light,United States,Honduras,5.29,93,December,2020,0.05688172043010753,4,High,barato
Ethiopia Grade 1 Chelchele,Nostalgia Coffee Roasters,Light,United States,Ethiopia,6.47,94,December,2020,0.06882978723404255,4,High,caro
Colombia Planadas,SkyTop Coffee,Medium-Light,United States,Colombia,4.41,92,December,2020,0.04793478260869565,4,High,barato
Ethiopia Sidama Bensa Bekele,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.17,91,December,2020,0.0678021978021978,4,High,intermediario
Guatemala Acetenango Gesha Lot 2,RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,8.8,93,January,2021,0.0946236559139785,3,High,caro
Guatemala Acatenango,Sunny's Coffee,Medium-Light,Japan,Guatemala,8.71,93,January,2021,0.09365591397849463,3,High,caro
Colombia La Esperanza Winey Natural,Coffee Please,Medium-Light,Taiwan,Colombia,6.63,93,January,2021,0.07129032258064516,3,High,caro
Costa Rica Las Lajas Red Honey,Durango Coffee Company,Medium-Light,United States,Costa Rica,4.69,93,January,2021,0.05043010752688173,3,High,barato
Ethiopia Guji Goro Muda Washed G1,94 Fresh Coffee,Light,Taiwan,Ethiopia,6.37,95,January,2021,0.06705263157894736,3,High,caro
Ethiopian Guji Ana Sora Alcoholic Natural G1,Normandy Coffee Thai Cuisine,Medium-Light,Taiwan,Ethiopia,4.25,94,January,2021,0.04521276595744681,3,High,barato
Ethiopia Sidama Telamo FTO Natural,Souvenir Coffee,Medium-Light,United States,Ethiopia,6.76,95,December,2020,0.0711578947368421,4,High,caro
Ethiopia Guji Laayyoo Natural,Paradise Roasters,Light,United States,Ethiopia,7.33,94,December,2020,0.07797872340425532,4,High,caro
Peru Wilmer Alarcon Mirez,Big Shoulders Coffee,Medium-Light,United States,Peru,6.47,93,December,2020,0.06956989247311827,4,High,caro
Ethiopia Natural Guji Uraga G1 Lot 20-05,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,5.31,94,January,2021,0.056489361702127656,3,High,intermediario
Ethiopia Honey Yirgacheffe Koke,Oceana Coffee,Medium-Light,United States,Ethiopia,6.47,93,January,2021,0.06956989247311827,3,High,caro
Ka’u Lehua Black Honey,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,9.52,93,January,2021,0.10236559139784945,3,High,caro
Thailand Robusta Panid Choosit Espresso,Paradise Roasters,Medium,United States,Thailand,4.98,91,January,2021,0.054725274725274727,3,High,barato
Kenya Nyeri Muchoki Estate AA,Kakalove Cafe,Light,Taiwan,Kenya,4.96,94,January,2021,0.05276595744680851,3,High,barato
Thailand Robusta Panid Choosit,Paradise Roasters,Medium-Light,United States,Thailand,4.98,90,January,2021,0.05533333333333334,3,Medium,barato
Ethiopia Uraga Dambi Uddo Wet-Fermented,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,93,January,2021,0.0456989247311828,3,High,barato
Ethiopia Yirgacheffe Cleopatra Natural,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,9.6,94,January,2021,0.10212765957446808,3,High,caro
Ethiopia Hambela Benti G1 Washed,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.32,93,January,2021,0.08946236559139785,3,High,caro
Ethiopia Yirgacheffe Dumerso G1 Natural,RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,5.57,94,January,2021,0.05925531914893618,3,High,intermediario
Colombia Finca Potosi,modcup coffee,Light,United States,Colombia,5.88,93,February,2021,0.0632258064516129,3,High,intermediario
Colombia Java El Edén Limited Edition,Brioso Coffee,Medium-Light,United States,Colombia,8.82,94,February,2021,0.09382978723404256,3,High,caro
Ethiopia Rhapsody Espresso,One Fresh Cup,Medium-Light,Taiwan,Ethiopia,8.44,95,January,2021,0.08884210526315789,3,High,caro
Dafis Abafita Natural Ethiopia,PT's Coffee Roasting Co.,Light,United States,Ethiopia,6.32,95,January,2021,0.06652631578947368,3,High,intermediario
Berg Wu Championship Sidamo Washed G1 Lot 20-02,Kakalove Cafe,Light,Taiwan,Ethiopia,4.81,95,January,2021,0.050631578947368416,3,High,barato
Ethiopia Natural Hambela Wate,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.39,95,January,2021,0.04621052631578947,3,High,barato
Kenya Nyeri,Nostalgia Coffee Roasters,Medium-Light,United States,Kenya,8.23,93,January,2021,0.08849462365591398,3,High,caro
Costa Rica Cloza Estate,Souvenir Coffee,Medium-Light,United States,Costa Rica,5.58,93,February,2021,0.06,3,High,intermediario
Ethiopia Yirgacheffe Gotiti Natural,RD Cafe,Medium-Light,Taiwan,Ethiopia,5.38,95,February,2021,0.05663157894736842,3,High,intermediario
Ethiopia Demeka Becha,Red Rooster Coffee Roaster,Light,United States,Ethiopia,6.46,95,February,2021,0.068,3,High,caro
Rwanda Triple-Washed,Jackrabbit Java,Medium-Light,United States,Rwanda,5.88,92,February,2021,0.06391304347826086,3,High,intermediario
Colombia Finca El Caucho Pink Bourbon,Paradise Roasters,Light,United States,Colombia,9.96,95,February,2021,0.1048421052631579,3,High,caro
Colombia Antioquia Natural Carbonic Maceration Caturra,Kakalove Cafe,Medium-Light,Taiwan,Colombia,4.39,95,February,2021,0.04621052631578947,3,High,barato
Colombia La Gallera Estate,Evie's Cafe,Light,Taiwan,Colombia,8.78,94,February,2021,0.09340425531914893,3,High,caro
Colombia Pink Bourbon/Pink Lemonade Collaboration,Badbeard’s Microroastery,Medium-Light,United States,Colombia,4.18,93,February,2021,0.044946236559139784,3,High,barato
Colombia Finca El Paraiso,Dory Coffee Roasters,Medium-Light,Taiwan,Colombia,8.35,93,February,2021,0.08978494623655914,3,High,caro
Guatemala Acatenango Geisha,Regent Coffee,Light,United States,Guatemala,8.67,93,March,2021,0.09322580645161291,3,High,caro
Guatemala Las Victorias Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,93,March,2021,0.04741935483870968,3,High,barato
Harimau Tiger Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.0,94,March,2021,0.05319148936170213,3,High,barato
Ethiopia Sidamo Washed,Coffee Please,Medium-Light,Taiwan,Ethiopia,5.24,95,March,2021,0.05515789473684211,3,High,barato
La Esperanza Colombia Estate,Durango Coffee Company,Medium-Light,United States,Colombia,5.57,93,March,2021,0.059892473118279575,3,High,intermediario
Ethiopia Guji Uraga Washed,Coffee Please,Medium-Light,Taiwan,Ethiopia,3.55,95,March,2021,0.03736842105263158,3,High,barato
Indonesia Golden Sumatra TP Espresso,GK Coffee,Medium,Taiwan,Indonesia,7.2,96,March,2021,0.075,3,Excellent,caro
Ethiopia Suke Quto Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,February,2021,0.05936170212765957,3,High,intermediario
Ethiopia Gera Limu,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,February,2021,0.05936170212765957,3,High,intermediario
Private Reserve Guatemala Medina Estate,San Francisco Bay Coffee,Medium,United States,Guatemala,4.17,90,March,2021,0.04633333333333333,3,Medium,barato
Ethiopia Halo Hartume Daniel Mijane,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.58,94,March,2021,0.05936170212765957,3,High,intermediario
Costa Rica La Pastora Honey,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,4.98,92,March,2021,0.0541304347826087,3,High,barato
Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,Light,United States,Kenya,6.17,93,March,2021,0.06634408602150538,3,High,intermediario
Project Congo Muungano,Wonderstate Coffee,Light,United States,Democratic Republic Of The Congo,5.58,93,March,2021,0.06,3,High,intermediario
Kenya Nyeri,Green Stone Coffee,Medium-Light,Taiwan,Kenya,9.24,94,March,2021,0.09829787234042553,3,High,caro
Ethiopia Quantit,1951 Coffee Company,Medium-Light,United States,Ethiopia,6.03,92,March,2021,0.06554347826086956,3,High,intermediario
Peru Jheyner Roman,Temple Coffee Roasters,Medium-Light,United States,Peru,5.58,92,March,2021,0.06065217391304348,3,High,intermediario
Colombia La Victoria,Temple Coffee Roasters,Medium-Light,United States,Colombia,5.58,92,March,2021,0.06065217391304348,3,High,intermediario
Colombia Pink Bourbon Finca El Chaparote,Paradise Roasters,Light,United States,Colombia,8.79,94,March,2021,0.09351063829787233,3,High,caro
Espresso,Lina Premium Coffee,Medium-Dark,United States,Colombia,4.63,91,March,2021,0.05087912087912088,3,High,barato
Ethiopia Neja Fadil,Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,94,March,2021,0.0625531914893617,3,High,intermediario
Congo Muungano,Bird Rock Coffee Roasters,Light,United States,Democratic Republic Of The Congo,6.17,93,March,2021,0.06634408602150538,3,High,intermediario
Ethiopia Guji Hambela G1 Natural,RanGuo Coffee,Medium-Light,Taiwan,Ethiopia,5.64,91,March,2021,0.06197802197802198,3,High,intermediario
Private Reserve Ethiopia Barrel-Aged,San Francisco Bay Coffee,Medium-Light,United States,Ethiopia,4.58,92,March,2021,0.049782608695652174,3,High,barato
Colombia Nariño,Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,3.67,91,April,2021,0.04032967032967033,3,High,barato
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,Atom Coffee Roasters,Light,Taiwan,Ethiopia,5.82,94,April,2021,0.06191489361702128,3,High,intermediario
Nayamasasa Democratic Republic of the Congo,Roadmap CoffeeWorks,Medium-Light,United States,Democratic Republic Of The Congo,5.57,93,April,2021,0.059892473118279575,3,High,intermediario
Panama Boquete Flor De Mariposa Geisha Espresso,Kakalove Cafe,Medium-Light,Taiwan,Panama,7.08,96,March,2021,0.07375,3,Excellent,caro
Guji Ethiopia Washed,Peach Coffee Roasters,Light,United States,Ethiopia,5.29,94,March,2021,0.05627659574468085,3,High,barato
Colombia Monteblanco Geisha,Merge Coffee Company,Light,United States,Colombia,8.81,94,March,2021,0.09372340425531915,3,High,caro
Belquis Ramirez Lemus Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,March,2021,0.043043478260869565,3,High,barato
Asprole Blend #1 Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,March,2021,0.043043478260869565,3,High,barato
Ethiopia Harsu Haro Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.76,93,April,2021,0.07268817204301076,3,High,caro
Ethiopia Yirgacheffe Heyilu Butiya,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,93,April,2021,0.04387096774193548,3,High,barato
Guatemala Villatoro Anaerobic,Indaba Coffee Roasters,Medium-Light,United States,Guatemala,8.82,92,April,2021,0.0958695652173913,3,High,caro
Ethiopia Wuri Washed,Indaba Coffee Roasters,Light,United States,Ethiopia,4.7,91,April,2021,0.05164835164835165,3,High,barato
Panama Finca Los Lajones Natural,Bird Rock Coffee Roasters,Light,United States,Panama,8.52,94,April,2021,0.09063829787234041,3,High,caro
Uganda Utz Sipi Falls,Islamorada Coffee Roasters,Medium-Light,United States,Uganda,5.88,91,April,2021,0.06461538461538462,3,High,intermediario
Kenya Washed Nakuru Gachombe Factory AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,2.97,95,April,2021,0.03126315789473685,3,High,barato
Ethiopia Natural Guji Hambella Wate Peaberry,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,95,April,2021,0.05589473684210526,3,High,intermediario
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,Coffee Please,Medium-Light,Taiwan,Ethiopia,5.12,94,April,2021,0.05446808510638298,3,High,barato
Ethiopia Natural Guji,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,94,April,2021,0.031595744680851065,3,High,barato
Ethiopia Guji Shakiso Dambi Udo Honey,Coffee Please,Light,Taiwan,Ethiopia,4.98,94,April,2021,0.05297872340425532,3,High,barato
Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.52,95,April,2021,0.08968421052631578,3,High,caro
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,95,April,2021,0.06810526315789474,3,High,caro
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,7.72,95,April,2021,0.08126315789473684,3,High,caro
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,April,2021,0.06,3,High,intermediario
Private Reserve Colombia Antioquia,San Francisco Bay Coffee,Medium-Light,United States,Colombia,4.17,91,April,2021,0.045824175824175827,3,High,barato
Ethiopia Sidamo G2 Washed,Cheer Beans,Light,Taiwan,Ethiopia,6.34,92,April,2021,0.06891304347826087,3,High,intermediario
